LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value
LUX,INFRAINVEST,ROAD,EUR,A,2020,246225524.7
MEX,INFRAINVEST,ROAD,EUR,A,1995,660505728
MEX,INFRAINVEST,ROAD,EUR,A,1996,685623997.2
MEX,INFRAINVEST,ROAD,EUR,A,1997,1264980123
MEX,INFRAINVEST,ROAD,EUR,A,1998,824730443.2
MEX,INFRAINVEST,ROAD,EUR,A,1999,1088010270
MEX,INFRAINVEST,ROAD,EUR,A,2000,1308028697
MEX,INFRAINVEST,ROAD,EUR,A,2001,1171571102
MEX,INFRAINVEST,ROAD,EUR,A,2002,1463651937
MEX,INFRAINVEST,ROAD,EUR,A,2003,1708930558
MEX,INFRAINVEST,ROAD,EUR,A,2004,2017217511
MEX,INFRAINVEST,ROAD,EUR,A,2005,2857313305
MEX,INFRAINVEST,ROAD,EUR,A,2006,2549586522
MEX,INFRAINVEST,ROAD,EUR,A,2007,2164680126
MEX,INFRAINVEST,ROAD,EUR,A,2008,2550704320
MEX,INFRAINVEST,ROAD,EUR,A,2009,3021079242
MEX,INFRAINVEST,ROAD,EUR,A,2010,3937749944
MEX,INFRAINVEST,ROAD,EUR,A,2011,3916762920
MEX,INFRAINVEST,ROAD,EUR,A,2012,3985257091
MEX,INFRAINVEST,ROAD,EUR,A,2013,4180020576
MEX,INFRAINVEST,ROAD,EUR,A,2014,4883321834
MEX,INFRAINVEST,ROAD,EUR,A,2015,4296270671
MEX,INFRAINVEST,ROAD,EUR,A,2016,3383341765
MEX,INFRAINVEST,ROAD,EUR,A,2017,2161424639
MEX,INFRAINVEST,ROAD,EUR,A,2018,2304810286
MEX,INFRAINVEST,ROAD,EUR,A,2019,2277117181
MEX,INFRAINVEST,ROAD,EUR,A,2020,1532723631
MEX,INFRAINVEST,ROAD,EUR,A,2021,1630623065
NLD,INFRAINVEST,ROAD,EUR,A,1997,1122000000
NLD,INFRAINVEST,ROAD,EUR,A,1998,1350000000
NLD,INFRAINVEST,ROAD,EUR,A,1999,1500000000
NLD,INFRAINVEST,ROAD,EUR,A,2000,1727000000
NLD,INFRAINVEST,ROAD,EUR,A,2001,1847000000
NLD,INFRAINVEST,ROAD,EUR,A,2002,2279000000
NLD,INFRAINVEST,ROAD,EUR,A,2003,2328000000
NLD,INFRAINVEST,ROAD,EUR,A,2004,2334000000
NLD,INFRAINVEST,ROAD,EUR,A,2005,1636000000
NLD,INFRAINVEST,ROAD,EUR,A,2006,1654000000
NLD,INFRAINVEST,ROAD,EUR,A,2007,1680000000
NLD,INFRAINVEST,ROAD,EUR,A,2008,2194000000
NLD,INFRAINVEST,ROAD,EUR,A,2009,2363000000
NLD,INFRAINVEST,ROAD,EUR,A,2010,2300000000
NLD,INFRAINVEST,ROAD,EUR,A,2011,2287000000
NZL,INFRAINVEST,ROAD,EUR,A,1998,176544206.5
NZL,INFRAINVEST,ROAD,EUR,A,1999,184687870.1
NZL,INFRAINVEST,ROAD,EUR,A,2000,209795376.4
NZL,INFRAINVEST,ROAD,EUR,A,2001,172060691.7
NZL,INFRAINVEST,ROAD,EUR,A,2002,180676178.9
NZL,INFRAINVEST,ROAD,EUR,A,2003,198218535.3
NZL,INFRAINVEST,ROAD,EUR,A,2004,266970998.6
NZL,INFRAINVEST,ROAD,EUR,A,2005,345287393.3
NZL,INFRAINVEST,ROAD,EUR,A,2006,392897849.3
NZL,INFRAINVEST,ROAD,EUR,A,2007,483214982.6
NZL,INFRAINVEST,ROAD,EUR,A,2008,503310076.5
NZL,INFRAINVEST,ROAD,EUR,A,2009,553842627.2
NZL,INFRAINVEST,ROAD,EUR,A,2010,765857842.8
NZL,INFRAINVEST,ROAD,EUR,A,2011,918972369
NZL,INFRAINVEST,ROAD,EUR,A,2012,654512925.4
NZL,INFRAINVEST,ROAD,EUR,A,2013,799041856.7
NZL,INFRAINVEST,ROAD,EUR,A,2014,911765384.4
NZL,INFRAINVEST,ROAD,EUR,A,2015,1034296127
NZL,INFRAINVEST,ROAD,EUR,A,2016,1005213679
NZL,INFRAINVEST,ROAD,EUR,A,2017,943127166.2
NZL,INFRAINVEST,ROAD,EUR,A,2018,1057955558
NZL,INFRAINVEST,ROAD,EUR,A,2019,1041148618
NZL,INFRAINVEST,ROAD,EUR,A,2020,1376584295
NZL,INFRAINVEST,ROAD,EUR,A,2021,1012534980
NOR,INFRAINVEST,ROAD,EUR,A,1995,826273743.2
NOR,INFRAINVEST,ROAD,EUR,A,1996,782079281.6
NOR,INFRAINVEST,ROAD,EUR,A,1997,868486042.9
NOR,INFRAINVEST,ROAD,EUR,A,1998,949335666
NOR,INFRAINVEST,ROAD,EUR,A,1999,1001503398
NOR,INFRAINVEST,ROAD,EUR,A,2000,908709959.7
NOR,INFRAINVEST,ROAD,EUR,A,2001,1018896992
NOR,INFRAINVEST,ROAD,EUR,A,2002,1163899282
NOR,INFRAINVEST,ROAD,EUR,A,2003,1073567098
NOR,INFRAINVEST,ROAD,EUR,A,2004,1138451248
NOR,INFRAINVEST,ROAD,EUR,A,2005,1461268704
NOR,INFRAINVEST,ROAD,EUR,A,2006,1474839367
NOR,INFRAINVEST,ROAD,EUR,A,2007,1734532257
NOR,INFRAINVEST,ROAD,EUR,A,2008,2136830075
NOR,INFRAINVEST,ROAD,EUR,A,2009,2488314545
NOR,INFRAINVEST,ROAD,EUR,A,2010,2673994504
NOR,INFRAINVEST,ROAD,EUR,A,2011,2811645901
NOR,INFRAINVEST,ROAD,EUR,A,2012,3301050097
NOR,INFRAINVEST,ROAD,EUR,A,2013,3844281303
NOR,INFRAINVEST,ROAD,EUR,A,2014,3804023890
NOR,INFRAINVEST,ROAD,EUR,A,2015,3559166601
NOR,INFRAINVEST,ROAD,EUR,A,2016,3383300871
NOR,INFRAINVEST,ROAD,EUR,A,2017,3717706837
NOR,INFRAINVEST,ROAD,EUR,A,2018,4060996188
NOR,INFRAINVEST,ROAD,EUR,A,2019,4051595480
NOR,INFRAINVEST,ROAD,EUR,A,2020,3272508578
POL,INFRAINVEST,ROAD,EUR,A,1995,638224072.1
POL,INFRAINVEST,ROAD,EUR,A,1996,180319724.1
POL,INFRAINVEST,ROAD,EUR,A,1997,227266607.4
POL,INFRAINVEST,ROAD,EUR,A,1998,299220646.5
POL,INFRAINVEST,ROAD,EUR,A,1999,296678338.2
POL,INFRAINVEST,ROAD,EUR,A,2000,1019511952
POL,INFRAINVEST,ROAD,EUR,A,2001,1093924457
POL,INFRAINVEST,ROAD,EUR,A,2002,1035941352
POL,INFRAINVEST,ROAD,EUR,A,2003,1010617739
POL,INFRAINVEST,ROAD,EUR,A,2004,1235382375
POL,INFRAINVEST,ROAD,EUR,A,2005,1874906777
POL,INFRAINVEST,ROAD,EUR,A,2006,2605324639
POL,INFRAINVEST,ROAD,EUR,A,2007,3444000952
POL,INFRAINVEST,ROAD,EUR,A,2008,4504566015
POL,INFRAINVEST,ROAD,EUR,A,2009,5337659938
POL,INFRAINVEST,ROAD,EUR,A,2010,6509637046
POL,INFRAINVEST,ROAD,EUR,A,2011,8323257338
POL,INFRAINVEST,ROAD,EUR,A,2012,4382811940
POL,INFRAINVEST,ROAD,EUR,A,2013,2464797122
POL,INFRAINVEST,ROAD,EUR,A,2014,1721113634
POL,INFRAINVEST,ROAD,EUR,A,2015,2170794683
POL,INFRAINVEST,ROAD,EUR,A,2016,3075442295
POL,INFRAINVEST,ROAD,EUR,A,2017,3209595188
POL,INFRAINVEST,ROAD,EUR,A,2018,2668638220
POL,INFRAINVEST,ROAD,EUR,A,2019,2415357766
POL,INFRAINVEST,ROAD,EUR,A,2020,3207598127
POL,INFRAINVEST,ROAD,EUR,A,2021,3169807187
PRT,INFRAINVEST,ROAD,EUR,A,1995,737000000
PRT,INFRAINVEST,ROAD,EUR,A,1996,748000000
PRT,INFRAINVEST,ROAD,EUR,A,1997,970000000
PRT,INFRAINVEST,ROAD,EUR,A,1998,905000000
PRT,INFRAINVEST,ROAD,EUR,A,1999,552000000
PRT,INFRAINVEST,ROAD,EUR,A,2000,961000000
PRT,INFRAINVEST,ROAD,EUR,A,2001,1685000000
PRT,INFRAINVEST,ROAD,EUR,A,2002,1620000000
PRT,INFRAINVEST,ROAD,EUR,A,2003,1537000000
PRT,INFRAINVEST,ROAD,EUR,A,2004,1933000000
PRT,INFRAINVEST,ROAD,EUR,A,2005,2112000000
PRT,INFRAINVEST,ROAD,EUR,A,2006,1940000000
PRT,INFRAINVEST,ROAD,EUR,A,2007,1453000000
PRT,INFRAINVEST,ROAD,EUR,A,2008,1366000000
PRT,INFRAINVEST,ROAD,EUR,A,2009,951000000
PRT,INFRAINVEST,ROAD,EUR,A,2010,1511000000
PRT,INFRAINVEST,ROAD,EUR,A,2012,274000000
PRT,INFRAINVEST,ROAD,EUR,A,2013,211000000
SVK,INFRAINVEST,ROAD,EUR,A,1995,53000000
SVK,INFRAINVEST,ROAD,EUR,A,1996,79000000
SVK,INFRAINVEST,ROAD,EUR,A,1997,315000000
SVK,INFRAINVEST,ROAD,EUR,A,1998,300000000
SVK,INFRAINVEST,ROAD,EUR,A,1999,204000000
SVK,INFRAINVEST,ROAD,EUR,A,2000,227000000
SVK,INFRAINVEST,ROAD,EUR,A,2001,201000000
SVK,INFRAINVEST,ROAD,EUR,A,2002,260000000
SVK,INFRAINVEST,ROAD,EUR,A,2003,210000000
SVK,INFRAINVEST,ROAD,EUR,A,2004,240000000
SVK,INFRAINVEST,ROAD,EUR,A,2005,360000000
SVK,INFRAINVEST,ROAD,EUR,A,2006,411000000
SVK,INFRAINVEST,ROAD,EUR,A,2007,520000000
SVK,INFRAINVEST,ROAD,EUR,A,2008,566000000
SVK,INFRAINVEST,ROAD,EUR,A,2009,662000000
SVK,INFRAINVEST,ROAD,EUR,A,2010,342000000
SVK,INFRAINVEST,ROAD,EUR,A,2011,432000000
SVK,INFRAINVEST,ROAD,EUR,A,2012,311000000
SVK,INFRAINVEST,ROAD,EUR,A,2013,360000000
SVK,INFRAINVEST,ROAD,EUR,A,2014,550000000
SVK,INFRAINVEST,ROAD,EUR,A,2015,1133782000
SVK,INFRAINVEST,ROAD,EUR,A,2016,751418000
SVK,INFRAINVEST,ROAD,EUR,A,2017,749613000
SVK,INFRAINVEST,ROAD,EUR,A,2018,768840000
SVK,INFRAINVEST,ROAD,EUR,A,2020,752200000
SVK,INFRAINVEST,ROAD,EUR,A,2021,1113000000
ESP,INFRAINVEST,ROAD,EUR,A,1995,4263000000
ESP,INFRAINVEST,ROAD,EUR,A,1996,4010000000
ESP,INFRAINVEST,ROAD,EUR,A,1997,3977000000
ESP,INFRAINVEST,ROAD,EUR,A,1998,4787000000
ESP,INFRAINVEST,ROAD,EUR,A,1999,4328000000
ESP,INFRAINVEST,ROAD,EUR,A,2000,4792000000
ESP,INFRAINVEST,ROAD,EUR,A,2001,5558000000
ESP,INFRAINVEST,ROAD,EUR,A,2002,6874000000
ESP,INFRAINVEST,ROAD,EUR,A,2003,7321000000
ESP,INFRAINVEST,ROAD,EUR,A,2004,7244000000
ESP,INFRAINVEST,ROAD,EUR,A,2005,8580000000
ESP,INFRAINVEST,ROAD,EUR,A,2006,8411000000
ESP,INFRAINVEST,ROAD,EUR,A,2007,8077000000
ESP,INFRAINVEST,ROAD,EUR,A,2008,8522000000
ESP,INFRAINVEST,ROAD,EUR,A,2009,9422000000
ESP,INFRAINVEST,ROAD,EUR,A,2010,7851000000
ESP,INFRAINVEST,ROAD,EUR,A,2011,5966000000
ESP,INFRAINVEST,ROAD,EUR,A,2012,5316000000
ESP,INFRAINVEST,ROAD,EUR,A,2013,4646000000
ESP,INFRAINVEST,ROAD,EUR,A,2014,4358000000
ESP,INFRAINVEST,ROAD,EUR,A,2015,4259000000
ESP,INFRAINVEST,ROAD,EUR,A,2016,3880000000
ESP,INFRAINVEST,ROAD,EUR,A,2017,3690000000
ESP,INFRAINVEST,ROAD,EUR,A,2018,3518000000
ESP,INFRAINVEST,ROAD,EUR,A,2019,3445000000
ESP,INFRAINVEST,ROAD,EUR,A,2020,3927291764
ESP,INFRAINVEST,ROAD,EUR,A,2021,3959000000
SWE,INFRAINVEST,ROAD,EUR,A,1995,911535618.2
SWE,INFRAINVEST,ROAD,EUR,A,1996,1013551599
SWE,INFRAINVEST,ROAD,EUR,A,1997,890100748.7
SWE,INFRAINVEST,ROAD,EUR,A,1998,1047089858
SWE,INFRAINVEST,ROAD,EUR,A,1999,926199178.2
SWE,INFRAINVEST,ROAD,EUR,A,2000,912040161.5
SWE,INFRAINVEST,ROAD,EUR,A,2001,1007379237
SWE,INFRAINVEST,ROAD,EUR,A,2002,1295665466
SWE,INFRAINVEST,ROAD,EUR,A,2003,1399105695
SWE,INFRAINVEST,ROAD,EUR,A,2004,1443068493
SWE,INFRAINVEST,ROAD,EUR,A,2005,1297938600
SWE,INFRAINVEST,ROAD,EUR,A,2006,1407281727
SWE,INFRAINVEST,ROAD,EUR,A,2007,1422704035
SWE,INFRAINVEST,ROAD,EUR,A,2008,1604051202
SWE,INFRAINVEST,ROAD,EUR,A,2009,1573673852
SWE,INFRAINVEST,ROAD,EUR,A,2010,1666090563
SWE,INFRAINVEST,ROAD,EUR,A,2011,1911693030
SWE,INFRAINVEST,ROAD,EUR,A,2012,2212089540
SWE,INFRAINVEST,ROAD,EUR,A,2013,2013062829
SWE,INFRAINVEST,ROAD,EUR,A,2014,1864811089
SWE,INFRAINVEST,ROAD,EUR,A,2015,1861457053
SWE,INFRAINVEST,ROAD,EUR,A,2016,2086339294
SWE,INFRAINVEST,ROAD,EUR,A,2017,2374415009
SWE,INFRAINVEST,ROAD,EUR,A,2018,2497001960
SWE,INFRAINVEST,ROAD,EUR,A,2019,2503424108
SWE,INFRAINVEST,ROAD,EUR,A,2020,2941619550
SWE,INFRAINVEST,ROAD,EUR,A,2021,2910555161
CHE,INFRAINVEST,ROAD,EUR,A,1995,2520219994
CHE,INFRAINVEST,ROAD,EUR,A,1996,2418696595
CHE,INFRAINVEST,ROAD,EUR,A,1997,2335948428
CHE,INFRAINVEST,ROAD,EUR,A,1998,2297638863
CHE,INFRAINVEST,ROAD,EUR,A,1999,2603099225
CHE,INFRAINVEST,ROAD,EUR,A,2000,2716184118
CHE,INFRAINVEST,ROAD,EUR,A,2001,2765492585
CHE,INFRAINVEST,ROAD,EUR,A,2002,2846919302
CHE,INFRAINVEST,ROAD,EUR,A,2003,2734924706
CHE,INFRAINVEST,ROAD,EUR,A,2004,2729097856
CHE,INFRAINVEST,ROAD,EUR,A,2005,2766259769
CHE,INFRAINVEST,ROAD,EUR,A,2006,2710571483
CHE,INFRAINVEST,ROAD,EUR,A,2007,2674255798
CHE,INFRAINVEST,ROAD,EUR,A,2008,2840400731
CHE,INFRAINVEST,ROAD,EUR,A,2009,2996887211
CHE,INFRAINVEST,ROAD,EUR,A,2010,3418463319
CHE,INFRAINVEST,ROAD,EUR,A,2011,3822528363
CHE,INFRAINVEST,ROAD,EUR,A,2012,3880361736
CHE,INFRAINVEST,ROAD,EUR,A,2013,3731416037
CHE,INFRAINVEST,ROAD,EUR,A,2014,3647291289
CHE,INFRAINVEST,ROAD,EUR,A,2015,4225708278
CHE,INFRAINVEST,ROAD,EUR,A,2016,3968196208
CHE,INFRAINVEST,ROAD,EUR,A,2017,3930182108
CHE,INFRAINVEST,ROAD,EUR,A,2018,3816554653
CHE,INFRAINVEST,ROAD,EUR,A,2019,4300737024
CHE,INFRAINVEST,ROAD,EUR,A,2020,4700409536
TUR,INFRAINVEST,ROAD,EUR,A,1995,684474123.5
TUR,INFRAINVEST,ROAD,EUR,A,1996,939922480.6
TUR,INFRAINVEST,ROAD,EUR,A,1997,1218658892
TUR,INFRAINVEST,ROAD,EUR,A,1998,1020477816
TUR,INFRAINVEST,ROAD,EUR,A,1999,851063829.8
TUR,INFRAINVEST,ROAD,EUR,A,2000,1001913376
TUR,INFRAINVEST,ROAD,EUR,A,2001,1399274047
TUR,INFRAINVEST,ROAD,EUR,A,2002,976187160.6
TUR,INFRAINVEST,ROAD,EUR,A,2003,998255377.5
TUR,INFRAINVEST,ROAD,EUR,A,2004,1278469470
TUR,INFRAINVEST,ROAD,EUR,A,2005,1818020247
TUR,INFRAINVEST,ROAD,EUR,A,2006,2297408346
TUR,INFRAINVEST,ROAD,EUR,A,2007,2239430452
TUR,INFRAINVEST,ROAD,EUR,A,2008,3350441547
TUR,INFRAINVEST,ROAD,EUR,A,2009,3454969551
TUR,INFRAINVEST,ROAD,EUR,A,2010,5135422857
TUR,INFRAINVEST,ROAD,EUR,A,2011,5204576502
TUR,INFRAINVEST,ROAD,EUR,A,2012,4801857853
TUR,INFRAINVEST,ROAD,EUR,A,2013,6225142934
TUR,INFRAINVEST,ROAD,EUR,A,2014,6648703064
TUR,INFRAINVEST,ROAD,EUR,A,2015,9060228811
TUR,INFRAINVEST,ROAD,EUR,A,2016,7332509580
TUR,INFRAINVEST,ROAD,EUR,A,2017,6143168737
TUR,INFRAINVEST,ROAD,EUR,A,2018,8705095192
TUR,INFRAINVEST,ROAD,EUR,A,2019,6289881407
TUR,INFRAINVEST,ROAD,EUR,A,2020,5442186767
TUR,INFRAINVEST,ROAD,EUR,A,2021,4247201532
GBR,INFRAINVEST,ROAD,EUR,A,1995,5223160434
GBR,INFRAINVEST,ROAD,EUR,A,1996,4864200565
GBR,INFRAINVEST,ROAD,EUR,A,1997,5079410915
GBR,INFRAINVEST,ROAD,EUR,A,1998,4784087548
GBR,INFRAINVEST,ROAD,EUR,A,1999,4754247573
GBR,INFRAINVEST,ROAD,EUR,A,2000,5563576702
GBR,INFRAINVEST,ROAD,EUR,A,2001,5930213861
GBR,INFRAINVEST,ROAD,EUR,A,2002,6246819338
GBR,INFRAINVEST,ROAD,EUR,A,2003,5195837549
GBR,INFRAINVEST,ROAD,EUR,A,2004,4949896846
GBR,INFRAINVEST,ROAD,EUR,A,2005,5630940196
GBR,INFRAINVEST,ROAD,EUR,A,2006,6340569082
GBR,INFRAINVEST,ROAD,EUR,A,2007,6199078294
GBR,INFRAINVEST,ROAD,EUR,A,2008,6036456999
GBR,INFRAINVEST,ROAD,EUR,A,2009,6566620651
GBR,INFRAINVEST,ROAD,EUR,A,2010,6482927057
GBR,INFRAINVEST,ROAD,EUR,A,2011,5564989629
GBR,INFRAINVEST,ROAD,EUR,A,2012,5557509555
GBR,INFRAINVEST,ROAD,EUR,A,2013,6029949364
GBR,INFRAINVEST,ROAD,EUR,A,2014,7845556796
GBR,INFRAINVEST,ROAD,EUR,A,2015,9067911846
GBR,INFRAINVEST,ROAD,EUR,A,2016,8561410429
GBR,INFRAINVEST,ROAD,EUR,A,2017,9082089706
GBR,INFRAINVEST,ROAD,EUR,A,2018,8673206374
GBR,INFRAINVEST,ROAD,EUR,A,2019,9642561268
USA,INFRAINVEST,ROAD,EUR,A,1995,29656806543
USA,INFRAINVEST,ROAD,EUR,A,1996,31981094919
USA,INFRAINVEST,ROAD,EUR,A,1997,37908842458
USA,INFRAINVEST,ROAD,EUR,A,1998,41142347166
USA,INFRAINVEST,ROAD,EUR,A,1999,46962879640
USA,INFRAINVEST,ROAD,EUR,A,2000,58549783550
USA,INFRAINVEST,ROAD,EUR,A,2001,65430995980
USA,INFRAINVEST,ROAD,EUR,A,2002,63816276855
USA,INFRAINVEST,ROAD,EUR,A,2003,52524537979
USA,INFRAINVEST,ROAD,EUR,A,2004,50189013110
USA,INFRAINVEST,ROAD,EUR,A,2005,54707583548
USA,INFRAINVEST,ROAD,EUR,A,2006,59090547105
USA,INFRAINVEST,ROAD,EUR,A,2007,57201225741
USA,INFRAINVEST,ROAD,EUR,A,2008,54331565347
USA,INFRAINVEST,ROAD,EUR,A,2009,59068398766
USA,INFRAINVEST,ROAD,EUR,A,2010,62104311125
USA,INFRAINVEST,ROAD,EUR,A,2011,59423726378
USA,INFRAINVEST,ROAD,EUR,A,2012,64639079029
USA,INFRAINVEST,ROAD,EUR,A,2013,61285950911
USA,INFRAINVEST,ROAD,EUR,A,2014,62763395545
USA,INFRAINVEST,ROAD,EUR,A,2015,80299206921
USA,INFRAINVEST,ROAD,EUR,A,2016,83950840412
USA,INFRAINVEST,ROAD,EUR,A,2017,85539714868
USA,INFRAINVEST,ROAD,EUR,A,2018,86584849767
USA,INFRAINVEST,ROAD,EUR,A,2019,96195069668
USA,INFRAINVEST,ROAD,EUR,A,2020,93139402436
USA,INFRAINVEST,ROAD,EUR,A,2021,91761723701
ALB,INFRAINVEST,ROAD,EUR,A,1996,15428479.65
ALB,INFRAINVEST,ROAD,EUR,A,1997,13599960.6
ALB,INFRAINVEST,ROAD,EUR,A,1998,27745479.57
ALB,INFRAINVEST,ROAD,EUR,A,1999,72660908.05
ALB,INFRAINVEST,ROAD,EUR,A,2000,108347272.4
ALB,INFRAINVEST,ROAD,EUR,A,2001,107567894.5
ALB,INFRAINVEST,ROAD,EUR,A,2002,64458009.34
ALB,INFRAINVEST,ROAD,EUR,A,2003,60782802.2
ALB,INFRAINVEST,ROAD,EUR,A,2004,91078261.99
ALB,INFRAINVEST,ROAD,EUR,A,2005,68193896.45
ALB,INFRAINVEST,ROAD,EUR,A,2006,175223508.1
ALB,INFRAINVEST,ROAD,EUR,A,2007,253261449.4
ALB,INFRAINVEST,ROAD,EUR,A,2008,499989410.5
ALB,INFRAINVEST,ROAD,EUR,A,2009,486769531.6
ALB,INFRAINVEST,ROAD,EUR,A,2010,241919259
ALB,INFRAINVEST,ROAD,EUR,A,2011,210147158.6
ALB,INFRAINVEST,ROAD,EUR,A,2012,180820940.4
ALB,INFRAINVEST,ROAD,EUR,A,2013,234163844.1
ALB,INFRAINVEST,ROAD,EUR,A,2014,192718552.7
ALB,INFRAINVEST,ROAD,EUR,A,2015,179236200.8
ALB,INFRAINVEST,ROAD,EUR,A,2016,89140343.98
ALB,INFRAINVEST,ROAD,EUR,A,2017,159032879.8
ALB,INFRAINVEST,ROAD,EUR,A,2018,169252490.4
ALB,INFRAINVEST,ROAD,EUR,A,2019,175879111
ALB,INFRAINVEST,ROAD,EUR,A,2020,223292016.8
ALB,INFRAINVEST,ROAD,EUR,A,2021,265726260.5
AZE,INFRAINVEST,ROAD,EUR,A,1999,1138822.458
AZE,INFRAINVEST,ROAD,EUR,A,2000,30255355.2
AZE,INFRAINVEST,ROAD,EUR,A,2001,47961630.7
AZE,INFRAINVEST,ROAD,EUR,A,2002,46789989.12
AZE,INFRAINVEST,ROAD,EUR,A,2003,34212658.68
AZE,INFRAINVEST,ROAD,EUR,A,2004,48289409.07
AZE,INFRAINVEST,ROAD,EUR,A,2005,82349944.82
AZE,INFRAINVEST,ROAD,EUR,A,2006,260388799.7
AZE,INFRAINVEST,ROAD,EUR,A,2007,374213301.6
AZE,INFRAINVEST,ROAD,EUR,A,2008,1328480437
AZE,INFRAINVEST,ROAD,EUR,A,2009,1271655653
AZE,INFRAINVEST,ROAD,EUR,A,2010,1545685041
AZE,INFRAINVEST,ROAD,EUR,A,2011,1561419472
AZE,INFRAINVEST,ROAD,EUR,A,2012,1479179001
AZE,INFRAINVEST,ROAD,EUR,A,2013,1913627639
AZE,INFRAINVEST,ROAD,EUR,A,2014,1411301928
AZE,INFRAINVEST,ROAD,EUR,A,2015,873204687.6
AZE,INFRAINVEST,ROAD,EUR,A,2016,498158118.4
AZE,INFRAINVEST,ROAD,EUR,A,2017,557071513.2
AZE,INFRAINVEST,ROAD,EUR,A,2018,695011450.8
AZE,INFRAINVEST,ROAD,EUR,A,2019,844323017.9
AZE,INFRAINVEST,ROAD,EUR,A,2020,757138439.3
AZE,INFRAINVEST,ROAD,EUR,A,2021,1208250497
BGR,INFRAINVEST,ROAD,EUR,A,2005,272011453.1
BGR,INFRAINVEST,ROAD,EUR,A,2006,256161161.7
BGR,INFRAINVEST,ROAD,EUR,A,2007,213211984.9
BGR,INFRAINVEST,ROAD,EUR,A,2008,256161161.7
BGR,INFRAINVEST,ROAD,EUR,A,2009,130892729.3
BGR,INFRAINVEST,ROAD,EUR,A,2010,370692299.8
BGR,INFRAINVEST,ROAD,EUR,A,2011,511811023.6
BGR,INFRAINVEST,ROAD,EUR,A,2012,585949483.6
BGR,INFRAINVEST,ROAD,EUR,A,2013,505164127.2
BGR,INFRAINVEST,ROAD,EUR,A,2014,563452295.7
BGR,INFRAINVEST,ROAD,EUR,A,2015,839042846.9
BGR,INFRAINVEST,ROAD,EUR,A,2016,163104611.9
BGR,INFRAINVEST,ROAD,EUR,A,2017,115042437.9
BGR,INFRAINVEST,ROAD,EUR,A,2018,882503323.4
BGR,INFRAINVEST,ROAD,EUR,A,2019,528172614.8
BGR,INFRAINVEST,ROAD,EUR,A,2020,525104816.4
BGR,INFRAINVEST,ROAD,EUR,A,2021,151856018
HRV,INFRAINVEST,ROAD,EUR,A,1995,70802674.12
HRV,INFRAINVEST,ROAD,EUR,A,1996,135115544.1
HRV,INFRAINVEST,ROAD,EUR,A,1997,184540439.9
HRV,INFRAINVEST,ROAD,EUR,A,1998,341318962
HRV,INFRAINVEST,ROAD,EUR,A,1999,340036418.3
HRV,INFRAINVEST,ROAD,EUR,A,2000,304259104.2
HRV,INFRAINVEST,ROAD,EUR,A,2001,304674345.9
HRV,INFRAINVEST,ROAD,EUR,A,2002,615691776.4
HRV,INFRAINVEST,ROAD,EUR,A,2003,1047333448
HRV,INFRAINVEST,ROAD,EUR,A,2004,876453643.4
HRV,INFRAINVEST,ROAD,EUR,A,2005,750192512.9
HRV,INFRAINVEST,ROAD,EUR,A,2006,874960750.3
HRV,INFRAINVEST,ROAD,EUR,A,2007,1065943500
HRV,INFRAINVEST,ROAD,EUR,A,2008,1101298414
HRV,INFRAINVEST,ROAD,EUR,A,2009,909103292.3
HRV,INFRAINVEST,ROAD,EUR,A,2010,515318232.3
HRV,INFRAINVEST,ROAD,EUR,A,2011,465691546.6
HRV,INFRAINVEST,ROAD,EUR,A,2012,478640660.5
HRV,INFRAINVEST,ROAD,EUR,A,2013,424198443.1
HRV,INFRAINVEST,ROAD,EUR,A,2014,279516936.1
HRV,INFRAINVEST,ROAD,EUR,A,2015,238376674.5
HRV,INFRAINVEST,ROAD,EUR,A,2016,197358816.1
HRV,INFRAINVEST,ROAD,EUR,A,2017,196532876.1
HRV,INFRAINVEST,ROAD,EUR,A,2018,285517855
HRV,INFRAINVEST,ROAD,EUR,A,2019,354803052
HRV,INFRAINVEST,ROAD,EUR,A,2020,442003608.2
HRV,INFRAINVEST,ROAD,EUR,A,2021,536983172
EST,INFRAINVEST,ROAD,EUR,A,1995,8000000
EST,INFRAINVEST,ROAD,EUR,A,1996,12000000
EST,INFRAINVEST,ROAD,EUR,A,1997,10000000
EST,INFRAINVEST,ROAD,EUR,A,1998,17000000
EST,INFRAINVEST,ROAD,EUR,A,1999,21000000
EST,INFRAINVEST,ROAD,EUR,A,2000,22000000
EST,INFRAINVEST,ROAD,EUR,A,2001,22000000
EST,INFRAINVEST,ROAD,EUR,A,2002,47000000
EST,INFRAINVEST,ROAD,EUR,A,2003,48000000
EST,INFRAINVEST,ROAD,EUR,A,2004,56000000
EST,INFRAINVEST,ROAD,EUR,A,2005,102000000
EST,INFRAINVEST,ROAD,EUR,A,2006,130000000
EST,INFRAINVEST,ROAD,EUR,A,2007,126000000
EST,INFRAINVEST,ROAD,EUR,A,2008,142000000
EST,INFRAINVEST,ROAD,EUR,A,2009,119000000
EST,INFRAINVEST,ROAD,EUR,A,2010,137000000
EST,INFRAINVEST,ROAD,EUR,A,2011,158000000
EST,INFRAINVEST,ROAD,EUR,A,2012,198400000
EST,INFRAINVEST,ROAD,EUR,A,2013,214530000
EST,INFRAINVEST,ROAD,EUR,A,2014,147660000
EST,INFRAINVEST,ROAD,EUR,A,2015,185050000
